nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,datagouv_resource_id
DUN LE PALESTEL,252309646,t.prouin@sde23.fr,NewMotion,serviceclients@newmotion.com,977554349,Réseau de recharge Creuse,FRS232307501,null,DUN LE PALESTEL,Voirie,Place du Champ de Foire,23075,"[46.3057547,1.67012069]",2,FRS23230750101,null,22,True,True,False,False,False,False,True,True,True,3 euros,Accès libre,False,Mo-Su 00:00-00:00,Accessible mais non réservé PMR,Aucune,False,Indirect, 50 036 848 090 304 ,2018-01-08,Prix à la connexion,2021-06-21,2021-06-21T15:51:35.510000,e79c87a5-2658-4fbd-93bf-7100036a24dc
EVAUX LES BAINS,252309646,t.prouin@sde23.fr,NewMotion,serviceclients@newmotion.com,977554349,Réseau de recharge Creuse,FRS232307601,null,EVAUX LES BAINS,Voirie,Place Serge Cléret,23076,"[46.174744,2.485976]",2,FRS23230760102,null,22,True,True,False,False,False,False,True,True,True,3 euros,Accès libre,False,Mo-Su 00:00-00:00,Accessible mais non réservé PMR,Aucune,False,Direct, 17 277 713 415 042 ,2018-01-08,Prix à la connexion,2021-06-21,2021-06-21T15:51:35.510000,e79c87a5-2658-4fbd-93bf-7100036a24dc
EVAUX LES BAINS,252309646,t.prouin@sde23.fr,NewMotion,serviceclients@newmotion.com,977554349,Réseau de recharge Creuse,FRS232307601,null,EVAUX LES BAINS,Voirie,Place Serge Cléret,23076,"[46.174744,2.485976]",2,FRS23230760101,null,22,True,True,False,False,False,False,True,True,True,3 euros,Accès libre,False,Mo-Su 00:00-00:00,Accessible mais non réservé PMR,Aucune,False,Direct, 17 277 713 415 042 ,2018-01-08,Prix à la connexion,2021-06-21,2021-06-21T15:51:35.510000,e79c87a5-2658-4fbd-93bf-7100036a24dc
BENEVENT L'ABBAYE,252309646,t.prouin@sde23.fr,NewMotion,serviceclients@newmotion.com,977554349,Réseau de recharge Creuse,FRS232302101,null,BENEVENT L'ABBAYE,Parking public,Place de Villers,23021,"[46.11916513058057,1.6307987051364758]",2,FRS23230210101,null,22,True,True,False,False,False,False,True,True,True,3 euros,Accès libre,False,Mo-Su 00:00-00:00,Accessible mais non réservé PMR,Aucune,False,Direct, 17 273 950 751 723 ,2018-01-08,Prix à la connexion,2021-06-21,2021-06-21T15:51:35.510000,e79c87a5-2658-4fbd-93bf-7100036a24dc
LA SOUTERRAINE,252309646,t.prouin@sde23.fr,NewMotion,serviceclients@newmotion.com,977554349,Réseau de recharge Creuse,FRS232317601,null,LA SOUTERRAINE,Parking public,Place Dr Emile Parrain,23176,"[46.238674,1.483527]",2,FRS23231760102,null,22,True,True,False,False,False,False,True,True,True,3 euros,Accès libre,False,Mo-Su 00:00-00:00,Accessible mais non réservé PMR,Aucune,False,Direct, 172 386 396 09 130 ,2018-01-08,Prix à la connexion,2021-06-21,2021-06-21T15:51:35.510000,e79c87a5-2658-4fbd-93bf-7100036a24dc
Electriox Groupe,753202431,groupe@electriox.fr,Electriox Groupe,groupe@electriox.fr,0472104595,Electriox Groupe Station IRVE,Non concerné,01F8FTNQGRJP9Q0HNT5NS7X46E,Electriox Groupe Genay,Parking privé réservé à la clientèle,70 Rue Ampère 69730,69278,"[45.891181,4.8223994]",3,Non concerné,01F8FTNQGRJK2983SWDZD7TTTS,7,true,true,false,false,false,true,false,false,false,null,Accès réservé,true,"Mo-Fr 08:30-12:00,Mo-Fr 14:00-17:00",Accessible mais non réservé PMR,Sans,false,Indirect,19905933337242,2021-06-15,"Recharges réservées aux clients, aux fournisseurs, aux partenaires , aux personnels d'Electriox Groupe - Demander un badge à l'accueil.",2021-06-15,2021-06-18T17:39:19.080000,b3138ac5-8284-4cbb-9c0e-661b6aac0a48
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP84000,Avignon,PARKING DE L'OULLE - Avignon,Voirie,PARKING DE L'OULLE - Avignon,84007,"[43.94912200,4.80071400]",1,FR55CP84000,null,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP84000,Avignon,PARKING DES ITALIENS - Avignon,Voirie,PARKING DES ITALIENS - Avignon,84007,"[43.95388500,4.82325600]",1,FR55CP84000,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92380,Garches,BOULEVARD DU GENERAL DE GAULLE,Voirie,BOULEVARD DU GENERAL DE GAULLE,94042,"[48.83869700,2.18713800]",1,FR55CP92380,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92380,Garches,BOULEVARD DU GENERAL DE GAULLE,Voirie,BOULEVARD DU GENERAL DE GAULLE,94042,"[48.83874000,2.18718900]",1,FR55CP92380,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92380,Garches,BOULEVARD DU GENERAL DE GAULLE,Voirie,BOULEVARD DU GENERAL DE GAULLE,94042,"[48.83871800,2.18728000]",1,FR55CP92380,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP93700,Drancy,1 RUE BERTHELOT DRANCY,Voirie,1 RUE BERTHELOT DRANCY,93029,"[48.92168100,2.44580900]",1,FR55CP93700,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP93700,Drancy,1 RUE BERTHELOT DRANCY,Voirie,1 RUE BERTHELOT DRANCY,93029,"[48.92167500,2.44581300]",1,FR55CP93700,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP84450,Jonquerettes,FELIBRIGE - JONQUERETTE,Voirie,FELIBRIGE - JONQUERETTE,84007,"[43.94885600,4.93391200]",1,FR55CP84450,null,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP84000,Avignon,PARKING DES ITALIENS - Avignon,Voirie,PARKING DES ITALIENS - Avignon,84007,"[43.95388500,4.82325300]",1,FR55CP84000,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP84000,Avignon,PARKING DES ITALIENS - Avignon,Voirie,PARKING DES ITALIENS - Avignon,84007,"[43.95388500,4.82325500]",1,FR55CP84000,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP84000,Avignon,PARKING DES ITALIENS - Avignon,Voirie,PARKING DES ITALIENS - Avignon,84007,"[43.95388500,4.82325400]",1,FR55CP84000,null,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP84450,Jonquerettes,FELIBRIGE - JONQUERETTE,Voirie,FELIBRIGE - JONQUERETTE,84007,"[43.94885600,4.93391100]",1,FR55CP84450,null,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP84000,Avignon,PARKING DE L'OULLE - Avignon,Voirie,PARKING DE L'OULLE - Avignon,84007,"[43.94912200,4.80071300]",1,FR55CP84000,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92380,Garches,BOULEVARD DU GENERAL DE GAULLE,Voirie,BOULEVARD DU GENERAL DE GAULLE,94042,"[48.83863000,2.18701200]",1,FR55CP92380,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92380,Garches,BOULEVARD DU GENERAL DE GAULLE,Voirie,BOULEVARD DU GENERAL DE GAULLE,94042,"[48.83864400,2.18705800]",1,FR55CP92380,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92130,Issy-les-Moulineaux,27 boulevard Gallieni,Voirie,27 boulevard Gallieni,94042,"[48.82739300,2.26748800]",1,FR55CP92130,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92380,Garches,BOULEVARD DU GENERAL DE GAULLE,Voirie,BOULEVARD DU GENERAL DE GAULLE,94042,"[48.83858700,2.18696000]",1,FR55CP92380,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92130,Issy-les-Moulineaux,21 BOULEVARD DES ÎLES,Voirie,21 BOULEVARD DES ÎLES,94042,"[48.82264400,2.25007400]",1,FR55CP92130,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92130,Issy-les-Moulineaux,21 BOULEVARD DES ÎLES,Voirie,21 BOULEVARD DES ÎLES,94042,"[48.82263000,2.24996800]",1,FR55CP92130,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92130,Issy-les-Moulineaux,21 BOULEVARD DES ÎLES,Voirie,21 BOULEVARD DES ÎLES,94042,"[48.82261300,2.25016700]",1,FR55CP92130,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92130,Issy-les-Moulineaux,21 BOULEVARD DES ÎLES,Voirie,21 BOULEVARD DES ÎLES,94042,"[48.82276800,2.24993700]",1,FR55CP92130,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92130,Issy-les-Moulineaux,21 BOULEVARD DES ÎLES,Voirie,21 BOULEVARD DES ÎLES,94042,"[48.82274800,2.24987200]",1,FR55CP92130,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92130,Issy-les-Moulineaux,21 BOULEVARD DES ÎLES,Voirie,21 BOULEVARD DES ÎLES,94042,"[48.82274900,2.24949300]",1,FR55CP92130,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92130,Issy-les-Moulineaux,27 boulevard Gallieni,Voirie,27 boulevard Gallieni,94042,"[48.82743000,2.26764600]",1,FR55CP92130,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92130,Issy-les-Moulineaux,27 boulevard Gallieni,Voirie,27 boulevard Gallieni,94042,"[48.82751000,2.26751700]",1,FR55CP92130,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92130,Issy-les-Moulineaux,27 boulevard Gallieni,Voirie,27 boulevard Gallieni,94042,"[48.82743300,2.26766400]",1,FR55CP92130,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92130,Issy-les-Moulineaux,27 boulevard Gallieni,Voirie,27 boulevard Gallieni,94042,"[48.82743300,2.26766200]",1,FR55CP92130,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP92130,Issy-les-Moulineaux,27 boulevard Gallieni,Voirie,27 boulevard Gallieni,94042,"[48.82742300,2.26765000]",1,FR55CP92130,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP30133,Les Angles,AVENUE CHARLES DE GAULLE,Voirie,AVENUE CHARLES DE GAULLE,30011,"[43.95803700,4.76434700]",1,FR55CP30133,null,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP30133,Les Angles,AVENUE CHARLES DE GAULLE,Voirie,AVENUE CHARLES DE GAULLE,30011,"[43.95803700,4.76434600]",1,FR55CP30133,null,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP78140,Velizy-Villacoublay,Velizy-Villacoublay-DAUTIER,Voirie,Velizy-Villacoublay-DAUTIER,78640,"[48.78062100,2.21009100]",1,FR55CP78140,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP84000,Avignon,PARKING DE L'OULLE - Avignon,Voirie,PARKING DE L'OULLE - Avignon,84007,"[43.94912200,4.80071500]",1,FR55CP84000,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP78000,Versailles,BOULEVARD DE LA REINE,Voirie,BOULEVARD DE LA REINE,78640,"[48.80989800,2.12095100]",1,FR55CP78000,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP78140,Velizy-Villacoublay,Velizy-Villacoublay-DAUTIER,Voirie,Velizy-Villacoublay-DAUTIER,78640,"[48.78062100,2.21009200]",1,FR55CP78140,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
ELECTRIC 55 CHARGING,832489801,contact@e55c.com,ELECTRIC 55 CHARGING,contact@e55c.com,33975891501,ELECTRIC 55 CHARGING,FR55CP78140,Velizy-Villacoublay,Velizy-Villacoublay-DAUTIER,Voirie,Velizy-Villacoublay-DAUTIER,78640,"[48.78062100,2.21009300]",1,FR55CP78140,null,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,null,Accès réservé,TRUE,24/7,Accessible mais non réservé PMR,15m²,FALSE,Direct,null,2021-06-07,null,2021-06-07,2021-06-18T14:19:50.199000,e9f420ed-7b92-4cf2-9fed-d46a96fade6c
